Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee,date,win,form_last_5,Control Time Sec,Total_fight_length_sec,landed_sig_str,atmp_sig_str,landed_total_str,atmp_total_str,landed_td,atmp_td,landed_head,atmp_head,landed_body,atmp_body,landed_leg,atmp_leg,landed_distance,atmp_distance,landed_clinch,atmp_clinch,landed_ground,atmp_ground,sig_str_lpm,total_str_lpm,head_lpm,body_lpm,leg_lpm,distance_lpm,clinch_lpm,ground_lpm,sig_str_acc,total_str_acc,td_acc,head_acc,body_acc,leg_acc,distance_acc,clinch_acc,ground_acc,KD_rolling_mean,Sub. Att_rolling_mean,Reversal_rolling_mean,Control Time Sec_rolling_mean,Total_fight_length_sec_rolling_mean,landed_sig_str_rolling_mean,atmp_sig_str_rolling_mean,landed_total_str_rolling_mean,atmp_total_str_rolling_mean,landed_td_rolling_mean,atmp_td_rolling_mean,landed_head_rolling_mean,atmp_head_rolling_mean,landed_body_rolling_mean,atmp_body_rolling_mean,landed_leg_rolling_mean,atmp_leg_rolling_mean,landed_distance_rolling_mean,atmp_distance_rolling_mean,landed_clinch_rolling_mean,atmp_clinch_rolling_mean,landed_ground_rolling_mean,atmp_ground_rolling_mean,sig_str_lpm_rolling_mean,total_str_lpm_rolling_mean,head_lpm_rolling_mean,body_lpm_rolling_mean,leg_lpm_rolling_mean,distance_lpm_rolling_mean,clinch_lpm_rolling_mean,ground_lpm_rolling_mean
UFC Fight Night: Barboza vs. Chikadze,Dustin Jacoby - Darren Stewart,Dustin Jacoby,Heavyweight,W,0,37 of 61,38 of 63,0 of 1,0,0,0:23,33 of 53,3 of 6,1 of 2,30 of 52,6 of 8,1 of 1,KO/TKO,"Time:
        
        3:04","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog,10,1,4.0,23,184,37,61,38,63,0,1,33,53,3,6,1,2,30,52,6,8,1,1,12.065217391304348,12.391304347826086,10.76086956521739,0.9782608695652173,0.32608695652173914,9.782608695652174,1.9565217391304346,0.32608695652173914,0.6065573770491803,0.6031746031746031,0.0,0.6226415094339622,0.5,0.5,0.5769230769230769,0.75,1.0,0.2,0.0,0.0,44.2,255.4,82.6,180.6,86.8,186.6,0.2,1.2,58.4,150.6,13.0,17.8,11.2,12.2,76.4,171.6,5.8,8.6,0.4,0.4,17.763509799504394,18.62872719080874,12.645230907862132,2.6978283397161524,2.42045055192611,16.346988060373956,1.311304347826087,0.10521739130434785
UFC Fight Night: Barboza vs. Chikadze,Dustin Jacoby - Darren Stewart,Darren Stewart,Heavyweight,L,0,18 of 33,22 of 37,2 of 2,0,0,0:43,11 of 26,4 of 4,3 of 3,13 of 28,5 of 5,0 of 0,KO/TKO,"Time:
        
        3:04","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog,0,0,0.0,43,184,18,33,22,37,2,2,11,26,4,4,3,3,13,28,5,5,0,0,5.869565217391304,7.173913043478261,3.5869565217391304,1.3043478260869565,0.9782608695652173,4.239130434782608,1.6304347826086956,0.0,0.5454545454545454,0.5945945945945946,1.0,0.4230769230769231,1.0,1.0,0.4642857142857143,1.0,0.0,0.0,0.0,0.0,43.0,184.0,18.0,33.0,22.0,37.0,2.0,2.0,11.0,26.0,4.0,4.0,3.0,3.0,13.0,28.0,5.0,5.0,0.0,0.0,5.869565217391304,7.173913043478261,3.5869565217391304,1.3043478260869565,0.9782608695652173,4.239130434782608,1.6304347826086956,0.0
UFC Fight Night: Barboza vs. Chikadze,Sam Alvey - Wellington Turman,Sam Alvey,Middleweight,L,0,68 of 122,114 of 169,0 of 0,0,0,1:54,55 of 105,9 of 13,4 of 4,58 of 112,10 of 10,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,2,0,0.0,114,300,68,122,114,169,0,0,55,105,9,13,4,4,58,112,10,10,0,0,13.6,22.8,11.0,1.8,0.8,11.6,2.0,0.0,0.5573770491803278,0.6745562130177515,0.0,0.5238095238095238,0.6923076923076923,1.0,0.5178571428571429,1.0,0.0,0.0,0.0,0.0,40.333333333333336,182.0,31.666666666666668,63.333333333333336,47.0,79.0,0.0,0.3333333333333333,25.333333333333332,55.333333333333336,4.333333333333333,6.0,2.0,2.0,28.333333333333332,59.666666666666664,3.3333333333333335,3.6666666666666665,0.0,0.0,8.742882404951372,11.809549071618036,6.916003536693192,1.2525198938992042,0.5743589743589744,8.076215738284704,0.6666666666666666,0.0
UFC Fight Night: Barboza vs. Chikadze,Sam Alvey - Wellington Turman,Wellington Turman,Middleweight,W,0,69 of 119,75 of 126,2 of 9,0,0,2:54,36 of 77,19 of 27,14 of 15,63 of 113,6 of 6,0 of 0,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,4,1,2.0,174,300,69,119,75,126,2,9,36,77,19,27,14,15,63,113,6,6,0,0,13.8,15.0,7.2,3.8,2.8,12.6,1.2,0.0,0.5798319327731093,0.5952380952380952,0.2222222222222222,0.4675324675324675,0.7037037037037037,0.9333333333333333,0.5575221238938053,1.0,0.0,0.0,0.6,0.0,138.8,212.0,43.4,77.2,62.4,99.6,0.8,4.2,22.4,50.0,9.8,14.4,11.2,12.8,36.8,69.2,5.4,6.2,1.2,1.8,14.875993036872922,20.69060294350372,8.7220319670834,2.787016933059028,3.3669441367304955,12.24710238961861,2.0018483937331855,0.6270422535211269
UFC Fight Night: Barboza vs. Chikadze,Bryan Battle - Gilbert Urbina,Bryan Battle,Middleweight,W,0,46 of 87,54 of 96,1 of 1,1,0,1:22,17 of 54,23 of 27,6 of 6,30 of 68,15 of 18,1 of 1,Submission,"Time:
        
        2:15","Round:
        
        2","Time format:
        
        3 Rnd + OT (5-5-5-5)",Herb Dean,7,1,4.0,82,135,46,87,54,96,1,1,17,54,23,27,6,6,30,68,15,18,1,1,20.444444444444443,24.0,7.555555555555555,10.222222222222221,2.6666666666666665,13.333333333333334,6.666666666666667,0.4444444444444444,0.5287356321839081,0.5625,1.0,0.3148148148148148,0.8518518518518519,1.0,0.4411764705882353,0.8333333333333334,1.0,0.4,0.2,0.0,57.4,158.6,34.2,63.0,41.6,72.0,0.4,2.0,14.8,39.4,14.4,18.6,5.0,5.0,29.2,56.8,4.4,5.2,0.6,1.0,13.16940836940837,15.040519480519482,7.173448773448774,4.46989898989899,1.526060606060606,10.337316017316017,1.6133333333333333,1.2187590187590187
UFC Fight Night: Barboza vs. Chikadze,Bryan Battle - Gilbert Urbina,Gilbert Urbina,Middleweight,L,0,45 of 76,63 of 95,2 of 6,0,0,2:40,33 of 62,9 of 11,3 of 3,15 of 39,18 of 23,12 of 14,Submission,"Time:
        
        2:15","Round:
        
        2","Time format:
        
        3 Rnd + OT (5-5-5-5)",Herb Dean,3,0,1.0,160,135,45,76,63,95,2,6,33,62,9,11,3,3,15,39,18,23,12,14,20.0,28.0,14.666666666666666,4.0,1.3333333333333333,6.666666666666667,8.0,5.333333333333333,0.5921052631578947,0.6631578947368421,0.3333333333333333,0.532258064516129,0.8181818181818182,1.0,0.38461538461538464,0.782608695652174,0.8571428571428571,0.5,0.25,0.0,88.25,165.0,29.25,51.5,46.0,70.5,1.0,2.25,17.75,35.5,7.0,9.75,4.5,6.25,15.75,35.5,5.5,6.75,8.0,9.25,11.398141695702671,17.598141695702672,7.247154471544716,2.580255516840883,1.5707317073170732,6.007665505226481,2.342857142857143,3.0476190476190474
UFC Fight Night: Barboza vs. Chikadze,Edson Barboza - Giga Chikadze,Edson Barboza,Featherweight,L,0,33 of 95,33 of 95,0 of 0,0,0,0:00,15 of 70,10 of 15,8 of 10,33 of 95,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:44","Round:
        
        3","Time format:
        
        5 Rnd (5-5-5-5-5)",Jason Herzog,4,0,2.0,0,104,33,95,33,95,0,0,15,70,10,15,8,10,33,95,0,0,0,0,19.038461538461537,19.038461538461537,8.653846153846153,5.769230769230769,4.615384615384615,19.038461538461537,0.0,0.0,0.3473684210526316,0.3473684210526316,0.0,0.21428571428571427,0.6666666666666666,0.8,0.3473684210526316,0.0,0.0,0.4,0.0,0.0,41.0,232.2,62.6,146.2,66.8,152.6,0.6,0.8,28.0,101.0,25.0,33.0,9.6,12.2,55.6,138.2,5.6,6.2,1.4,1.8,15.77278784909358,16.612787849093582,7.204399804017638,5.936011758941695,2.632376286134248,14.299921607055364,1.1564331210191083,0.3164331210191083
UFC Fight Night: Barboza vs. Chikadze,Edson Barboza - Giga Chikadze,Giga Chikadze,Featherweight,W,2,60 of 117,70 of 128,0 of 0,2,0,0:41,31 of 80,16 of 22,13 of 15,56 of 113,0 of 0,4 of 4,KO/TKO,"Time:
        
        1:44","Round:
        
        3","Time format:
        
        5 Rnd (5-5-5-5-5)",Jason Herzog,4,1,2.0,41,104,60,117,70,128,0,0,31,80,16,22,13,15,56,113,0,0,4,4,34.61538461538461,40.38461538461538,17.884615384615383,9.23076923076923,7.5,32.30769230769231,0.0,2.3076923076923075,0.5128205128205128,0.546875,0.0,0.3875,0.7272727272727273,0.8666666666666667,0.49557522123893805,0.0,1.0,0.4,0.4,0.2,10.0,260.8,66.8,161.4,74.8,171.2,0.0,0.0,39.0,121.8,17.0,27.2,10.8,12.4,65.2,159.0,0.6,1.4,1.0,1.0,17.88307692307692,20.236923076923077,10.136923076923077,4.6061538461538465,3.1399999999999997,17.26153846153846,0.12000000000000002,0.5015384615384615
UFC Fight Night: Barboza vs. Chikadze,Andre Petroski - Micheal Gillmore,Andre Petroski,Middleweight,W,0,46 of 80,91 of 131,4 of 9,1,0,7:38,36 of 69,10 of 11,0 of 0,17 of 42,0 of 0,29 of 38,KO/TKO,"Time:
        
        3:12","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog,10,1,5.0,458,192,46,80,91,131,4,9,36,69,10,11,0,0,17,42,0,0,29,38,14.375,28.4375,11.25,3.125,0.0,5.3125,0.0,9.0625,0.575,0.6946564885496184,0.4444444444444444,0.5217391304347826,0.9090909090909091,0.0,0.40476190476190477,0.0,0.7631578947368421,0.2,2.0,0.2,333.0,230.8,43.6,84.0,59.2,102.8,3.6,6.6,33.4,72.4,8.2,9.2,2.0,2.4,27.6,62.8,1.2,1.4,14.8,19.8,10.013873757821127,14.160080051527421,7.607482517482518,1.8845804195804194,0.5218108207581892,6.102632499079867,0.23999999999999994,3.671241258741259
UFC Fight Night: Barboza vs. Chikadze,Andre Petroski - Micheal Gillmore,Micheal Gillmore,Middleweight,L,0,31 of 52,38 of 59,0 of 0,0,0,0:03,14 of 34,4 of 4,13 of 14,28 of 49,0 of 0,3 of 3,KO/TKO,"Time:
        
        3:12","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jason Herzog,1,0,0.0,3,192,31,52,38,59,0,0,14,34,4,4,13,14,28,49,0,0,3,3,9.6875,11.875,4.375,1.25,4.0625,8.75,0.0,0.9375,0.5961538461538461,0.6440677966101694,0.0,0.4117647058823529,1.0,0.9285714285714286,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,1.5,157.0,15.5,27.0,20.5,32.0,0.0,0.0,7.0,17.5,2.0,2.0,6.5,7.5,14.0,25.5,0.0,0.0,1.5,1.5,4.84375,6.675204918032787,2.1875,0.625,2.03125,4.375,0.0,0.46875
UFC Fight Night: Barboza vs. Chikadze,Kevin Lee - Daniel Rodriguez,Kevin Lee,Welterweight,L,0,56 of 160,74 of 181,3 of 7,0,0,3:34,39 of 134,12 of 21,5 of 5,55 of 157,0 of 0,1 of 3,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,1,0,0.0,214,300,56,160,74,181,3,7,39,134,12,21,5,5,55,157,0,0,1,3,11.2,14.8,7.8,2.4,1.0,11.0,0.0,0.2,0.35,0.4088397790055249,0.42857142857142855,0.291044776119403,0.5714285714285714,1.0,0.3503184713375796,0.0,0.3333333333333333,0.0,0.0,0.0,107.0,177.5,29.5,84.0,38.5,94.5,1.5,3.5,21.0,71.0,6.0,10.5,2.5,2.5,29.0,82.5,0.0,0.0,0.5,1.5,7.236363636363636,9.036363636363637,5.536363636363636,1.2,0.5,7.136363636363637,0.0,0.1
UFC Fight Night: Barboza vs. Chikadze,Kevin Lee - Daniel Rodriguez,Daniel Rodriguez,Welterweight,W,0,120 of 210,137 of 229,0 of 0,0,1,0:45,87 of 175,7 of 8,26 of 27,113 of 202,0 of 0,7 of 8,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,7,1,2.0,45,300,120,210,137,229,0,0,87,175,7,8,26,27,113,202,0,0,7,8,24.0,27.4,17.4,1.4,5.2,22.6,0.0,1.4,0.5714285714285714,0.5982532751091703,0.0,0.49714285714285716,0.875,0.9629629629629629,0.5594059405940595,0.0,0.875,0.0,0.0,0.2,24.2,258.0,81.6,158.6,87.2,165.2,0.0,0.2,52.2,124.4,15.4,18.8,14.0,15.4,79.6,156.0,0.6,0.6,1.4,2.0,17.59288613034137,18.79457627118644,11.08376223442349,3.3806636428741945,3.128460253043686,17.143872045834325,0.16901408450704228,0.27999999999999997
UFC Fight Night: Barboza vs. Chikadze,Makhmud Muradov - Gerald Meerschaert,Makhmud Muradov,Middleweight,L,0,40 of 99,41 of 100,0 of 0,0,0,0:16,27 of 81,8 of 13,5 of 5,36 of 92,4 of 7,0 of 0,Submission,"Time:
        
        1:49","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,2,0,1.0,16,109,40,99,41,100,0,0,27,81,8,13,5,5,36,92,4,7,0,0,22.01834862385321,22.568807339449542,14.862385321100918,4.4036697247706424,2.7522935779816513,19.81651376146789,2.2018348623853212,0.0,0.40404040404040403,0.41,0.0,0.3333333333333333,0.6153846153846154,1.0,0.391304347826087,0.5714285714285714,0.0,0.6666666666666666,0.0,0.3333333333333333,203.33333333333334,236.33333333333334,36.0,77.0,61.666666666666664,105.66666666666667,5.0,6.0,25.333333333333332,62.0,8.666666666666666,13.0,2.0,2.0,29.666666666666668,63.666666666666664,3.0,6.0,3.3333333333333335,7.333333333333333,11.872782874617736,17.122935779816512,8.22079510703364,2.6678899082568805,0.9840978593272172,10.138837920489296,1.0672782874617737,0.6666666666666666
UFC Fight Night: Barboza vs. Chikadze,Makhmud Muradov - Gerald Meerschaert,Gerald Meerschaert,Middleweight,W,0,32 of 56,39 of 65,3 of 10,1,0,0:55,23 of 45,3 of 5,6 of 6,32 of 55,0 of 1,0 of 0,Submission,"Time:
        
        1:49","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Mark Smith,9,1,3.0,55,109,32,56,39,65,3,10,23,45,3,5,6,6,32,55,0,1,0,0,17.61467889908257,21.467889908256883,12.660550458715596,1.651376146788991,3.302752293577982,17.61467889908257,0.0,0.0,0.5714285714285714,0.6,0.3,0.5111111111111111,0.6,1.0,0.5818181818181818,0.0,0.0,0.2,1.0,0.0,99.0,176.2,27.2,60.8,35.0,70.6,1.2,4.2,15.4,47.6,5.0,6.2,6.8,7.0,23.2,54.4,2.0,2.6,2.0,3.8,11.935651004666571,15.423800867379878,7.206913789917604,2.066508434355048,2.662228780393918,10.296114062208279,0.4274157303370787,1.212121212121212
UFC Fight Night: Barboza vs. Chikadze,Alessio Di Chirico - Abdul Razak Alhassan,Alessio Di Chirico,Middleweight,L,0,1 of 2,1 of 2,0 of 0,0,0,0:00,0 of 0,1 of 2,0 of 0,1 of 2,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:17","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,1,0,0.0,0,17,1,2,1,2,0,0,0,0,1,2,0,0,1,2,0,0,0,0,3.5294117647058822,3.5294117647058822,0.0,3.5294117647058822,0.0,3.5294117647058822,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,31.0,43.0,20.0,64.0,22.0,66.5,0.0,2.0,14.5,54.5,3.5,7.0,2.0,2.5,19.5,62.5,0.5,1.5,0.0,0.0,18.72122762148338,20.46035805626599,12.608695652173914,4.373401534526854,1.7391304347826089,18.286445012787727,0.4347826086956522,0.0
UFC Fight Night: Barboza vs. Chikadze,Alessio Di Chirico - Abdul Razak Alhassan,Abdul Razak Alhassan,Middleweight,W,1,1 of 1,1 of 1,0 of 0,0,0,0:01,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,KO/TKO,"Time:
        
        0:17","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,4,1,2.0,1,17,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3.5294117647058822,3.5294117647058822,3.5294117647058822,0.0,0.0,3.5294117647058822,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.2,0.0,100.6,145.2,18.4,36.8,23.2,41.6,0.6,1.6,14.2,30.2,2.6,3.4,1.6,3.2,10.4,25.0,3.4,4.2,4.6,7.6,11.684471638655463,17.709650210084032,8.870685924369749,2.2137857142857142,0.6,6.920900210084033,3.8160714285714286,0.9475
UFC Fight Night: Barboza vs. Chikadze,JJ Aldrich - Vanessa Demopoulos,JJ Aldrich,Women's Flyweight,W,0,93 of 134,121 of 165,1 of 2,0,0,4:19,75 of 114,17 of 19,1 of 1,64 of 93,6 of 7,23 of 34,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,7,1,3.0,259,300,93,134,121,165,1,2,75,114,17,19,1,1,64,93,6,7,23,34,18.6,24.2,15.0,3.4,0.2,12.8,1.2,4.6,0.6940298507462687,0.7333333333333333,0.5,0.6578947368421053,0.8947368421052632,1.0,0.6881720430107527,0.8571428571428571,0.6764705882352942,0.0,0.0,0.4,175.0,269.4,56.2,97.4,71.8,114.8,0.6,4.2,49.6,89.8,5.6,6.6,1.0,1.0,39.6,75.8,4.2,5.4,12.4,16.2,12.46193684026105,15.829605361131794,11.032566247645745,1.2293705926153038,0.2,9.048132801892162,0.8774718584380885,2.5363321799307963
UFC Fight Night: Barboza vs. Chikadze,JJ Aldrich - Vanessa Demopoulos,Vanessa Demopoulos,Women's Flyweight,L,0,70 of 162,87 of 185,0 of 5,0,0,1:53,41 of 122,22 of 32,7 of 8,53 of 138,15 of 22,2 of 2,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,9,0,3.0,113,300,70,162,87,185,0,5,41,122,22,32,7,8,53,138,15,22,2,2,14.0,17.4,8.2,4.4,1.4,10.6,3.0,0.4,0.43209876543209874,0.4702702702702703,0.0,0.3360655737704918,0.6875,0.875,0.38405797101449274,0.6818181818181818,1.0,0.2,0.4,0.0,169.2,269.0,52.6,122.8,73.2,146.4,0.6,4.0,33.6,96.8,13.4,19.0,5.6,7.0,36.0,102.4,9.4,12.4,7.2,8.0,10.69103448275862,14.81103448275862,6.720000000000001,2.7655172413793108,1.2055172413793103,7.37103448275862,1.8799999999999997,1.44
UFC Fight Night: Barboza vs. Chikadze,Ricky Turcios - Brady Hiestand,Ricky Turcios,Bantamweight,W,1,100 of 171,201 of 281,2 of 4,0,1,2:32,83 of 150,14 of 18,3 of 3,67 of 131,22 of 27,11 of 13,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd + OT (5-5-5-5)",Mark Smith,4,1,2.0,152,300,100,171,201,281,2,4,83,150,14,18,3,3,67,131,22,27,11,13,20.0,40.2,16.6,2.8,0.6,13.4,4.4,2.2,0.5847953216374269,0.7153024911032029,0.5,0.5533333333333333,0.7777777777777778,1.0,0.5114503816793893,0.8148148148148148,0.8461538461538461,0.2,0.4,0.8,139.4,268.4,56.0,136.0,115.0,201.0,1.0,4.0,39.0,112.4,9.0,14.6,8.0,9.0,37.6,112.6,9.2,12.2,9.2,11.2,11.511549295774648,25.848450704225353,7.9335211267605645,1.844507042253521,1.7335211267605632,7.787042253521127,1.8845070422535213,1.8399999999999999
UFC Fight Night: Barboza vs. Chikadze,Ricky Turcios - Brady Hiestand,Brady Hiestand,Bantamweight,L,0,66 of 134,82 of 152,6 of 11,0,1,7:40,59 of 124,6 of 9,1 of 1,52 of 117,8 of 10,6 of 7,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd + OT (5-5-5-5)",Mark Smith,3,0,3.0,460,300,66,134,82,152,6,11,59,124,6,9,1,1,52,117,8,10,6,7,13.2,16.4,11.8,1.2,0.2,10.4,1.6,1.2,0.4925373134328358,0.5394736842105263,0.5454545454545454,0.47580645161290325,0.6666666666666666,1.0,0.4444444444444444,0.8,0.8571428571428571,0.0,1.0,0.25,399.75,243.25,38.0,74.75,69.0,113.25,4.5,9.75,28.0,61.0,7.0,9.75,3.0,4.0,31.75,67.25,3.5,4.5,2.75,3.0,9.782635467980295,18.042241379310344,6.991666666666667,2.069683908045977,0.7212848932676519,8.167036124794745,1.0357142857142856,0.5798850574712644
UFC Fight Night: Barboza vs. Chikadze,Mana Martinez - Guido Cannetti,Mana Martinez,Bantamweight,W,0,79 of 157,88 of 169,2 of 3,0,0,1:07,35 of 98,31 of 44,13 of 15,72 of 147,3 of 4,4 of 6,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,3,1,2.0,67,300,79,157,88,169,2,3,35,98,31,44,13,15,72,147,3,4,4,6,15.8,17.6,7.0,6.2,2.6,14.4,0.6,0.8,0.5031847133757962,0.5207100591715976,0.6666666666666666,0.35714285714285715,0.7045454545454546,0.8666666666666667,0.4897959183673469,0.75,0.6666666666666666,1.0,0.25,0.25,30.0,300.0,66.25,136.0,85.75,161.75,0.75,1.75,36.0,97.5,19.75,26.75,10.5,11.75,61.0,127.5,2.0,3.75,3.25,4.75,13.25,17.15,7.2,3.95,2.1,12.2,0.4,0.6499999999999999
UFC Fight Night: Barboza vs. Chikadze,Mana Martinez - Guido Cannetti,Guido Cannetti,Bantamweight,L,0,66 of 109,68 of 111,0 of 0,0,1,0:28,21 of 57,13 of 19,32 of 33,64 of 105,0 of 1,2 of 3,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,3,0,2.0,28,300,66,109,68,111,0,0,21,57,13,19,32,33,64,105,0,1,2,3,13.2,13.6,4.2,2.6,6.4,12.8,0.0,0.4,0.6055045871559633,0.6126126126126126,0.0,0.3684210526315789,0.6842105263157895,0.9696969696969697,0.6095238095238096,0.0,0.6666666666666666,0.0,0.25,0.25,13.5,172.25,26.0,42.75,27.25,44.0,0.5,0.5,10.0,23.5,5.25,7.5,10.75,11.75,23.75,40.0,1.75,2.0,0.5,0.75,8.633601765688379,8.960874492961107,3.4103592519685035,1.9436761811023622,3.279566332617514,7.706830112145073,0.8267716535433071,0.1
UFC Fight Night: Cannonier vs. Gastelum,Trevin Jones - Saidyokub Kakhramonov,Trevin Jones,Bantamweight,L,0,12 of 31,70 of 112,1 of 8,0,0,8:59,6 of 23,5 of 7,1 of 1,5 of 21,5 of 5,2 of 5,Submission,"Time:
        
        4:39","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,3,0,0.0,539,279,12,31,70,112,1,8,6,23,5,7,1,1,5,21,5,5,2,5,2.5806451612903225,15.053763440860214,1.2903225806451613,1.075268817204301,0.2150537634408602,1.075268817204301,1.075268817204301,0.4301075268817204,0.3870967741935484,0.625,0.125,0.2608695652173913,0.7142857142857143,1.0,0.23809523809523808,1.0,0.4,0.0,0.25,0.0,160.25,294.75,26.25,83.75,44.25,107.5,0.5,3.75,13.25,65.5,8.0,12.75,5.0,5.5,23.0,79.5,1.75,2.0,1.5,2.25,5.29516129032258,9.113440860215054,2.67258064516129,1.6188172043010753,1.0037634408602152,4.618817204301075,0.36881720430107523,0.3075268817204301
UFC Fight Night: Cannonier vs. Gastelum,Trevin Jones - Saidyokub Kakhramonov,Saidyokub Kakhramonov,Bantamweight,W,0,36 of 65,123 of 163,2 of 7,4,0,1:07,21 of 48,10 of 11,5 of 6,21 of 46,15 of 19,0 of 0,Submission,"Time:
        
        4:39","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean,2,1,2.0,67,279,36,65,123,163,2,7,21,48,10,11,5,6,21,46,15,19,0,0,7.741935483870967,26.451612903225804,4.516129032258064,2.150537634408602,1.075268817204301,4.516129032258064,3.225806451612903,0.0,0.5538461538461539,0.754601226993865,0.2857142857142857,0.4375,0.9090909090909091,0.8333333333333334,0.45652173913043476,0.7894736842105263,0.0,0.0,1.6666666666666667,0.0,426.0,269.6666666666667,26.333333333333332,51.333333333333336,86.66666666666667,128.0,5.666666666666667,11.666666666666666,19.0,42.666666666666664,4.666666666666667,5.666666666666667,2.6666666666666665,3.0,10.0,25.333333333333332,7.333333333333333,9.666666666666666,9.0,16.333333333333332,5.67050023375409,18.59981299672744,4.067695184665731,1.0443821100202586,0.5584229390681004,2.2068256194483404,1.5419354838709676,1.9217391304347826
UFC Fight Night: Cannonier vs. Gastelum,Brian Kelleher - Domingo Pilarte,Brian Kelleher,Bantamweight,W,0,28 of 40,236 of 279,3 of 3,2,1,12:49,24 of 35,2 of 3,2 of 2,1 of 3,0 of 0,27 of 37,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,5,1,2.0,769,300,28,40,236,279,3,3,24,35,2,3,2,2,1,3,0,0,27,37,5.6,47.2,4.8,0.4,0.4,0.2,0.0,5.4,0.7,0.8458781362007168,1.0,0.6857142857142857,0.6666666666666666,1.0,0.3333333333333333,0.0,0.7297297297297297,0.2,0.4,0.2,239.4,232.8,17.2,32.8,65.4,90.6,1.8,2.4,11.8,24.2,3.0,5.4,2.4,3.2,9.2,21.2,0.6,1.4,7.4,10.2,3.7837226865798295,13.479938902796045,2.528119139547711,0.614054054054054,0.6415494929780644,2.1837226865798294,0.12,1.48
UFC Fight Night: Cannonier vs. Gastelum,Brian Kelleher - Domingo Pilarte,Domingo Pilarte,Bantamweight,L,0,3 of 11,117 of 159,0 of 0,0,0,1:29,2 of 8,1 of 2,0 of 1,2 of 9,0 of 1,1 of 1,Decision,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni,0,0,0.0,89,300,3,11,117,159,0,0,2,8,1,2,0,1,2,9,0,1,1,1,0.6,23.4,0.4,0.2,0.0,0.4,0.0,0.2,0.2727272727272727,0.7358490566037735,0.0,0.25,0.5,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,89.0,300.0,3.0,11.0,117.0,159.0,0.0,0.0,2.0,8.0,1.0,2.0,0.0,1.0,2.0,9.0,0.0,1.0,1.0,1.0,0.6,23.4,0.4,0.2,0.0,0.4,0.0,0.2
