Event,Fight,Fighter,Weight Class,Winner,KD,Sig. Str.,Total Str.,TD,Sub. Att,Reversal,Control Time,Head,Body,Leg,Distance,Clinch,Ground,Method,Fight_lenght,Rounds,Format,Referee
UFC Fight Night: Lee vs. Iaquinta,Edson Barboza - Dan Hooker,Edson Barboza,Lightweight Bout,W,1,126 of 226,127 of 227,0 of 1,0,0,1:43,71 of 160,36 of 43,19 of 23,117 of 215,9 of 11,0 of 0,KO/TKO,"Time:
        
        2:19","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Rob Hinds
UFC Fight Night: Lee vs. Iaquinta,Edson Barboza - Dan Hooker,Dan Hooker,Lightweight Bout,L,0,81 of 204,111 of 234,0 of 1,0,0,0:05,59 of 161,12 of 29,10 of 14,78 of 198,3 of 6,0 of 0,KO/TKO,"Time:
        
        2:19","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Rob Hinds
UFC Fight Night: Lee vs. Iaquinta,Jim Miller - Charles Oliveira,Jim Miller,Lightweight Bout,L,0,1 of 2,1 of 2,0 of 0,0,0,0:00,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0,Submission,"Time:
        
        1:15","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC Fight Night: Lee vs. Iaquinta,Jim Miller - Charles Oliveira,Charles Oliveira,Lightweight Bout,W,0,0 of 1,1 of 2,1 of 1,1,0,0:47,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0,Submission,"Time:
        
        1:15","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Keith Peterson
UFC 231: Holloway vs. Ortega,Chad Laprise - Dhiego Lima,Chad Laprise,Welterweight Bout,L,0,8 of 16,8 of 16,0 of 0,0,0,0:00,2 of 9,0 of 1,6 of 6,8 of 16,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:37","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Graham Bettes
UFC 231: Holloway vs. Ortega,Chad Laprise - Dhiego Lima,Dhiego Lima,Welterweight Bout,W,1,5 of 25,5 of 25,0 of 0,0,0,0:02,4 of 23,1 of 1,0 of 1,5 of 25,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:37","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Graham Bettes
UFC 231: Holloway vs. Ortega,Olivier Aubin-Mercier - Gilbert Burns,Olivier Aubin-Mercier,Lightweight Bout,L,0,40 of 96,42 of 98,0 of 0,0,0,0:51,35 of 88,5 of 8,0 of 0,37 of 93,3 of 3,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne
UFC 231: Holloway vs. Ortega,Olivier Aubin-Mercier - Gilbert Burns,Gilbert Burns,Lightweight Bout,W,1,76 of 143,120 of 190,3 of 7,0,0,6:17,57 of 121,16 of 17,3 of 5,37 of 95,6 of 6,33 of 42,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne
UFC 231: Holloway vs. Ortega,Brad Katona - Matthew Lopez,Brad Katona,Bantamweight Bout,W,0,76 of 158,86 of 170,0 of 3,0,0,0:13,40 of 106,12 of 26,24 of 26,67 of 146,4 of 6,5 of 6,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Brian Beauchamp
UFC 231: Holloway vs. Ortega,Brad Katona - Matthew Lopez,Matthew Lopez,Bantamweight Bout,L,0,69 of 142,79 of 155,4 of 6,1,0,0:55,41 of 99,17 of 31,11 of 12,65 of 134,3 of 6,1 of 2,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Brian Beauchamp
UFC 231: Holloway vs. Ortega,Hakeem Dawodu - Kyle Bochniak,Hakeem Dawodu,Featherweight Bout,W,0,103 of 212,103 of 212,0 of 0,0,0,0:02,51 of 146,35 of 48,17 of 18,99 of 208,4 of 4,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne
UFC 231: Holloway vs. Ortega,Hakeem Dawodu - Kyle Bochniak,Kyle Bochniak,Featherweight Bout,L,0,42 of 109,47 of 114,2 of 12,0,0,1:51,27 of 79,4 of 9,11 of 21,37 of 97,3 of 10,2 of 2,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne
UFC 231: Holloway vs. Ortega,Elias Theodorou - Eryk Anders,Elias Theodorou,Middleweight Bout,W,0,92 of 211,102 of 221,0 of 3,0,0,0:36,31 of 127,31 of 42,30 of 42,64 of 171,28 of 40,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jerin Valel
UFC 231: Holloway vs. Ortega,Elias Theodorou - Eryk Anders,Eryk Anders,Middleweight Bout,L,1,65 of 133,66 of 134,0 of 1,0,0,0:23,54 of 116,10 of 16,1 of 1,48 of 105,17 of 28,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jerin Valel
UFC 231: Holloway vs. Ortega,Valentina Shevchenko - Joanna Jedrzejczyk,Valentina Shevchenko,UFC Women's Flyweight Title Bout,W,0,89 of 191,118 of 223,5 of 14,0,0,8:14,50 of 135,16 of 25,23 of 31,65 of 159,16 of 24,8 of 8,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Todd Ronald Anderson
UFC 231: Holloway vs. Ortega,Valentina Shevchenko - Joanna Jedrzejczyk,Joanna Jedrzejczyk,UFC Women's Flyweight Title Bout,L,0,78 of 250,124 of 300,0 of 0,0,0,0:17,12 of 133,44 of 78,22 of 39,59 of 224,19 of 26,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Todd Ronald Anderson
UFC 231: Holloway vs. Ortega,Devin Clark - Aleksandar Rakic,Devin Clark,Light Heavyweight Bout,L,1,19 of 31,24 of 36,0 of 2,0,0,0:50,15 of 26,0 of 1,4 of 4,3 of 13,9 of 10,7 of 8,KO/TKO,"Time:
        
        4:05","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Brian Beauchamp
UFC 231: Holloway vs. Ortega,Devin Clark - Aleksandar Rakic,Aleksandar Rakic,Light Heavyweight Bout,W,1,31 of 45,33 of 47,0 of 1,0,0,1:06,12 of 24,10 of 10,9 of 11,11 of 19,10 of 10,10 of 16,KO/TKO,"Time:
        
        4:05","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Brian Beauchamp
UFC 231: Holloway vs. Ortega,Max Holloway - Brian Ortega,Max Holloway,UFC Featherweight Title Bout,W,0,290 of 490,307 of 507,1 of 1,0,0,0:16,244 of 430,41 of 55,5 of 5,281 of 479,8 of 10,1 of 1,TKO - Doctor's Stoppage,"Time:
        
        5:00","Round:
        
        4","Time format:
        
        5 Rnd (5-5-5-5-5)",Yves Lavigne
UFC 231: Holloway vs. Ortega,Max Holloway - Brian Ortega,Brian Ortega,UFC Featherweight Title Bout,L,0,110 of 292,112 of 294,2 of 11,0,0,2:25,87 of 267,16 of 18,7 of 7,101 of 282,9 of 10,0 of 0,TKO - Doctor's Stoppage,"Time:
        
        5:00","Round:
        
        4","Time format:
        
        5 Rnd (5-5-5-5-5)",Yves Lavigne
UFC 231: Holloway vs. Ortega,Katlyn Cerminara - Jessica Eye,Katlyn Cerminara,Women's Flyweight Bout,L,0,65 of 201,70 of 207,0 of 0,0,0,0:50,51 of 180,9 of 15,5 of 6,49 of 182,8 of 9,8 of 10,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Todd Ronald Anderson
UFC 231: Holloway vs. Ortega,Katlyn Cerminara - Jessica Eye,Jessica Eye,Women's Flyweight Bout,W,0,81 of 190,83 of 192,0 of 3,0,0,0:20,39 of 127,24 of 42,18 of 21,70 of 174,11 of 16,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Todd Ronald Anderson
UFC 231: Holloway vs. Ortega,Alex Oliveira - Gunnar Nelson,Alex Oliveira,Welterweight Bout,L,0,36 of 49,52 of 69,0 of 2,0,1,3:06,27 of 40,6 of 6,3 of 3,3 of 4,9 of 9,24 of 36,Submission,"Time:
        
        4:17","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Jerin Valel
UFC 231: Holloway vs. Ortega,Alex Oliveira - Gunnar Nelson,Gunnar Nelson,Welterweight Bout,W,0,11 of 11,20 of 20,2 of 5,1,0,4:42,10 of 10,1 of 1,0 of 0,1 of 1,1 of 1,9 of 9,Submission,"Time:
        
        4:17","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Jerin Valel
UFC 231: Holloway vs. Ortega,Diego Ferreira - Kyle Nelson,Diego Ferreira,Lightweight Bout,W,0,54 of 102,63 of 112,2 of 4,1,0,3:28,42 of 87,8 of 11,4 of 4,27 of 55,1 of 1,26 of 46,KO/TKO,"Time:
        
        1:23","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Ivan Svec
UFC 231: Holloway vs. Ortega,Diego Ferreira - Kyle Nelson,Kyle Nelson,Lightweight Bout,L,0,20 of 50,20 of 50,0 of 0,0,0,0:14,12 of 37,6 of 10,2 of 3,19 of 48,1 of 1,0 of 1,KO/TKO,"Time:
        
        1:23","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Ivan Svec
UFC 231: Holloway vs. Ortega,Claudia Gadelha - Nina Nunes,Claudia Gadelha,Women's Strawweight Bout,L,0,49 of 112,85 of 149,2 of 10,0,0,3:20,45 of 106,3 of 4,1 of 2,38 of 97,4 of 8,7 of 7,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jerin Valel
UFC 231: Holloway vs. Ortega,Claudia Gadelha - Nina Nunes,Nina Nunes,Women's Strawweight Bout,W,0,96 of 211,123 of 238,0 of 0,0,0,0:00,62 of 173,5 of 9,29 of 29,91 of 205,5 of 6,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jerin Valel
UFC 231: Holloway vs. Ortega,Jimi Manuwa - Thiago Santos,Jimi Manuwa,Light Heavyweight Bout,L,0,27 of 42,30 of 45,0 of 2,0,0,2:25,15 of 30,12 of 12,0 of 0,8 of 20,17 of 19,2 of 3,KO/TKO,"Time:
        
        0:41","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Todd Ronald Anderson
UFC 231: Holloway vs. Ortega,Jimi Manuwa - Thiago Santos,Thiago Santos,Light Heavyweight Bout,W,2,42 of 74,65 of 97,1 of 3,0,0,1:20,27 of 58,13 of 14,2 of 2,20 of 45,22 of 28,0 of 1,KO/TKO,"Time:
        
        0:41","Round:
        
        2","Time format:
        
        3 Rnd (5-5-5)",Todd Ronald Anderson
UFC Fight Night: Dos Santos vs. Tuivasa,Yushin Okami - Aleksei Kunchenko,Yushin Okami,Welterweight Bout,L,0,10 of 56,10 of 56,0 of 15,0,0,2:46,7 of 52,2 of 3,1 of 1,10 of 56,0 of 0,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Neil Swailes
UFC Fight Night: Dos Santos vs. Tuivasa,Yushin Okami - Aleksei Kunchenko,Aleksei Kunchenko,Welterweight Bout,W,0,72 of 129,141 of 203,0 of 0,0,0,1:18,44 of 94,11 of 15,17 of 20,51 of 105,15 of 16,6 of 8,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Neil Swailes
UFC Fight Night: Dos Santos vs. Tuivasa,Mizuto Hirota - Christos Giagos,Mizuto Hirota,Lightweight Bout,L,0,19 of 55,47 of 86,0 of 0,1,0,1:06,15 of 50,4 of 4,0 of 1,12 of 41,4 of 10,3 of 4,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC Fight Night: Dos Santos vs. Tuivasa,Mizuto Hirota - Christos Giagos,Christos Giagos,Lightweight Bout,W,0,31 of 90,63 of 131,5 of 10,0,1,9:22,22 of 80,8 of 9,1 of 1,14 of 53,3 of 4,14 of 33,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC Fight Night: Dos Santos vs. Tuivasa,Elias Garcia - Kai Kara-France,Elias Garcia,Flyweight Bout,L,1,16 of 73,20 of 77,1 of 7,2,1,0:28,13 of 67,1 of 2,2 of 4,15 of 72,1 of 1,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Greg Kleynjans
UFC Fight Night: Dos Santos vs. Tuivasa,Elias Garcia - Kai Kara-France,Kai Kara-France,Flyweight Bout,W,1,86 of 178,157 of 261,0 of 0,0,1,9:30,74 of 163,9 of 11,3 of 4,33 of 82,0 of 0,53 of 96,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Greg Kleynjans
UFC Fight Night: Dos Santos vs. Tuivasa,Wilson Reis - Ben Nguyen,Wilson Reis,Flyweight Bout,W,0,32 of 115,41 of 126,7 of 17,1,0,5:57,18 of 91,4 of 12,10 of 12,30 of 111,2 of 4,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Dos Santos vs. Tuivasa,Wilson Reis - Ben Nguyen,Ben Nguyen,Flyweight Bout,L,0,39 of 111,53 of 126,0 of 0,0,0,0:25,31 of 97,7 of 12,1 of 2,37 of 108,2 of 3,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Dos Santos vs. Tuivasa,Alex Gorgees - Damir Ismagulov,Alex Gorgees,Lightweight Bout,L,0,10 of 31,22 of 43,0 of 0,0,0,0:00,5 of 21,3 of 5,2 of 5,5 of 26,5 of 5,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Neil Swailes
UFC Fight Night: Dos Santos vs. Tuivasa,Alex Gorgees - Damir Ismagulov,Damir Ismagulov,Lightweight Bout,W,0,34 of 55,103 of 137,5 of 11,0,0,9:46,22 of 38,9 of 13,3 of 4,20 of 32,3 of 3,11 of 20,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Neil Swailes
UFC Fight Night: Dos Santos vs. Tuivasa,Keita Nakamura - Salim Touahri,Keita Nakamura,Welterweight Bout,W,1,41 of 97,55 of 112,0 of 4,0,0,0:00,32 of 82,2 of 6,7 of 9,36 of 89,5 of 8,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jim Perdios
UFC Fight Night: Dos Santos vs. Tuivasa,Keita Nakamura - Salim Touahri,Salim Touahri,Welterweight Bout,L,0,34 of 79,42 of 87,0 of 0,0,0,0:40,14 of 52,17 of 24,3 of 3,25 of 69,9 of 10,0 of 0,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jim Perdios
UFC Fight Night: Dos Santos vs. Tuivasa,Suman Mokhtarian - Sodiq Yusuff,Suman Mokhtarian,Featherweight Bout,L,0,5 of 9,6 of 10,0 of 0,0,0,0:34,1 of 5,3 of 3,1 of 1,3 of 7,2 of 2,0 of 0,KO/TKO,"Time:
        
        2:14","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Greg Kleynjans
UFC Fight Night: Dos Santos vs. Tuivasa,Suman Mokhtarian - Sodiq Yusuff,Sodiq Yusuff,Featherweight Bout,W,0,23 of 43,44 of 66,0 of 0,0,0,0:57,18 of 38,4 of 4,1 of 1,19 of 36,4 of 7,0 of 0,KO/TKO,"Time:
        
        2:14","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Greg Kleynjans
UFC Fight Night: Dos Santos vs. Tuivasa,Junior Dos Santos - Tai Tuivasa,Junior Dos Santos,Heavyweight Bout,W,1,26 of 65,37 of 77,0 of 0,0,0,0:48,20 of 55,4 of 7,2 of 3,15 of 37,0 of 1,11 of 27,KO/TKO,"Time:
        
        2:30","Round:
        
        2","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean
UFC Fight Night: Dos Santos vs. Tuivasa,Junior Dos Santos - Tai Tuivasa,Tai Tuivasa,Heavyweight Bout,L,0,16 of 42,16 of 46,0 of 0,0,0,1:15,9 of 33,4 of 4,3 of 5,10 of 32,6 of 10,0 of 0,KO/TKO,"Time:
        
        2:30","Round:
        
        2","Time format:
        
        5 Rnd (5-5-5-5-5)",Herb Dean
UFC Fight Night: Dos Santos vs. Tuivasa,Mark Hunt - Justin Willis,Mark Hunt,Heavyweight Bout,L,0,19 of 60,19 of 60,0 of 0,0,0,0:00,3 of 37,11 of 18,5 of 5,19 of 60,0 of 0,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Dos Santos vs. Tuivasa,Mark Hunt - Justin Willis,Justin Willis,Heavyweight Bout,W,0,59 of 103,59 of 103,0 of 0,0,0,0:00,45 of 84,3 of 6,11 of 13,59 of 103,0 of 0,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Herb Dean
UFC Fight Night: Dos Santos vs. Tuivasa,Jimmy Crute - Paul Craig,Jimmy Crute,Light Heavyweight Bout,W,0,17 of 38,49 of 75,1 of 1,4,2,8:25,16 of 36,0 of 0,1 of 2,2 of 14,0 of 0,15 of 24,Submission,"Time:
        
        4:51","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC Fight Night: Dos Santos vs. Tuivasa,Jimmy Crute - Paul Craig,Paul Craig,Light Heavyweight Bout,L,0,12 of 22,45 of 57,3 of 7,0,1,4:18,7 of 16,5 of 6,0 of 0,8 of 18,1 of 1,3 of 3,Submission,"Time:
        
        4:51","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC Fight Night: Dos Santos vs. Tuivasa,Jake Matthews - Anthony Rocco Martin,Jake Matthews,Welterweight Bout,L,0,24 of 75,27 of 78,0 of 1,1,1,0:38,15 of 60,6 of 9,3 of 6,23 of 74,1 of 1,0 of 0,Submission,"Time:
        
        1:19","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jim Perdios
UFC Fight Night: Dos Santos vs. Tuivasa,Jake Matthews - Anthony Rocco Martin,Anthony Rocco Martin,Welterweight Bout,W,0,25 of 86,33 of 94,0 of 0,1,1,1:10,15 of 75,1 of 1,9 of 10,23 of 84,1 of 1,1 of 1,Submission,"Time:
        
        1:19","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Jim Perdios
UFC Fight Night: Dos Santos vs. Tuivasa,Mauricio Rua - Tyson Pedro,Mauricio Rua,Light Heavyweight Bout,W,1,30 of 56,62 of 94,3 of 5,0,0,5:18,23 of 45,2 of 3,5 of 8,12 of 26,1 of 2,17 of 28,KO/TKO,"Time:
        
        0:43","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
UFC Fight Night: Dos Santos vs. Tuivasa,Mauricio Rua - Tyson Pedro,Tyson Pedro,Light Heavyweight Bout,L,0,31 of 44,36 of 49,0 of 1,1,0,0:41,21 of 33,9 of 10,1 of 1,21 of 33,10 of 11,0 of 0,KO/TKO,"Time:
        
        0:43","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Steve Perceval
The Ultimate Fighter: Heavy Hitters Finale,Juan Espino - Justin Frazier,Juan Espino,Ultimate Fighter 28 Heavyweight Tournament Title Bout,W,0,22 of 23,44 of 52,2 of 2,2,0,3:21,19 of 20,3 of 3,0 of 0,0 of 0,5 of 5,17 of 18,Submission,"Time:
        
        3:36","Round:
        
        1","Time format:
        
        3 Rnd + OT (5-5-5-5)",Mark Smith
The Ultimate Fighter: Heavy Hitters Finale,Juan Espino - Justin Frazier,Justin Frazier,Ultimate Fighter 28 Heavyweight Tournament Title Bout,L,0,4 of 6,17 of 19,0 of 0,0,0,0:00,0 of 2,4 of 4,0 of 0,0 of 1,4 of 5,0 of 0,Submission,"Time:
        
        3:36","Round:
        
        1","Time format:
        
        3 Rnd + OT (5-5-5-5)",Mark Smith
The Ultimate Fighter: Heavy Hitters Finale,Roosevelt Roberts - Darrell Horcher,Roosevelt Roberts,Lightweight Bout,W,0,16 of 35,23 of 42,0 of 0,1,0,0:05,10 of 28,4 of 5,2 of 2,15 of 33,1 of 2,0 of 0,Submission,"Time:
        
        4:50","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne
The Ultimate Fighter: Heavy Hitters Finale,Roosevelt Roberts - Darrell Horcher,Darrell Horcher,Lightweight Bout,L,0,10 of 33,19 of 43,0 of 1,0,0,0:56,5 of 25,5 of 7,0 of 1,8 of 31,2 of 2,0 of 0,Submission,"Time:
        
        4:50","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne
The Ultimate Fighter: Heavy Hitters Finale,Tim Means - Ricky Rainey,Tim Means,Welterweight Bout,W,0,19 of 32,26 of 39,2 of 2,0,0,0:33,17 of 30,1 of 1,1 of 1,5 of 14,0 of 0,14 of 18,KO/TKO,"Time:
        
        1:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
The Ultimate Fighter: Heavy Hitters Finale,Tim Means - Ricky Rainey,Ricky Rainey,Welterweight Bout,L,0,6 of 12,6 of 12,0 of 0,0,0,0:00,6 of 11,0 of 1,0 of 0,6 of 12,0 of 0,0 of 0,KO/TKO,"Time:
        
        1:18","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Mark Smith
The Ultimate Fighter: Heavy Hitters Finale,Rafael Dos Anjos - Kamaru Usman,Rafael Dos Anjos,Welterweight Bout,L,0,62 of 112,84 of 138,0 of 1,2,1,0:21,27 of 74,19 of 20,16 of 18,35 of 83,22 of 24,5 of 5,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Yves Lavigne
The Ultimate Fighter: Heavy Hitters Finale,Rafael Dos Anjos - Kamaru Usman,Kamaru Usman,Welterweight Bout,W,0,130 of 223,227 of 334,12 of 18,0,0,18:27,95 of 183,29 of 34,6 of 6,48 of 111,33 of 43,49 of 69,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        5","Time format:
        
        5 Rnd (5-5-5-5-5)",Yves Lavigne
The Ultimate Fighter: Heavy Hitters Finale,Pedro Munhoz - Bryan Caraway,Pedro Munhoz,Bantamweight Bout,W,1,35 of 58,38 of 62,0 of 0,0,0,0:02,24 of 45,2 of 2,9 of 11,27 of 47,4 of 7,4 of 4,KO/TKO,"Time:
        
        2:39","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
The Ultimate Fighter: Heavy Hitters Finale,Pedro Munhoz - Bryan Caraway,Bryan Caraway,Bantamweight Bout,L,0,20 of 48,21 of 49,0 of 5,0,0,0:17,18 of 46,1 of 1,1 of 1,20 of 45,0 of 3,0 of 0,KO/TKO,"Time:
        
        2:39","Round:
        
        1","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
The Ultimate Fighter: Heavy Hitters Finale,Ji Yeon Kim - Antonina Shevchenko,Ji Yeon Kim,Women's Flyweight Bout,L,0,33 of 128,85 of 188,0 of 0,0,0,1:37,18 of 113,5 of 5,10 of 10,26 of 116,7 of 12,0 of 0,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne
The Ultimate Fighter: Heavy Hitters Finale,Ji Yeon Kim - Antonina Shevchenko,Antonina Shevchenko,Women's Flyweight Bout,W,0,66 of 134,87 of 167,2 of 2,0,0,4:54,41 of 101,18 of 26,7 of 7,46 of 106,14 of 19,6 of 9,Decision - Unanimous,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Yves Lavigne
The Ultimate Fighter: Heavy Hitters Finale,Julija Stoliarenko - Leah Letson,Julija Stoliarenko,Women's Featherweight Bout,L,0,57 of 158,66 of 168,0 of 4,1,0,0:02,39 of 126,7 of 14,11 of 18,50 of 149,5 of 7,2 of 2,Decision - Split,"Time:
        
        5:00","Round:
        
        3","Time format:
        
        3 Rnd (5-5-5)",Chris Tognoni
